,location,BHK,total_sqft,bath,price
600,BTM 2nd Stage,3,1260.0,5.0,185.0
601,BTM 2nd Stage,2,950.0,2.0,52.0
602,BTM 2nd Stage,3,1850.0,3.0,170.0
603,BTM 2nd Stage,2,1200.0,2.0,80.0
604,BTM 2nd Stage,2,1274.0,2.0,70.0
606,BTM 2nd Stage,2,1070.0,2.0,48.0
607,BTM 2nd Stage,2,1280.0,2.0,80.0
608,BTM 2nd Stage,2,1100.0,2.0,70.0
609,BTM 2nd Stage,2,1000.0,2.0,58.0
610,BTM 2nd Stage,5,2990.0,5.0,416.0
611,BTM 2nd Stage,2,1265.0,2.0,55.0
612,BTM 2nd Stage,3,2200.0,3.0,220.0
613,BTM 2nd Stage,3,2780.0,4.0,325.0
614,BTM 2nd Stage,3,2400.0,2.0,360.0
615,BTM 2nd Stage,2,965.0,2.0,56.0
616,BTM 2nd Stage,2,1147.0,2.0,75.0
617,BTM 2nd Stage,3,1750.0,3.0,172.0
618,BTM 2nd Stage,2,1400.0,2.0,90.0
619,BTM 2nd Stage,2,1200.0,2.0,70.0
620,BTM 2nd Stage,2,1100.0,2.0,47.0
621,BTM 2nd Stage,2,930.0,2.0,46.0
623,BTM 2nd Stage,3,2500.0,3.0,345.0
624,BTM Layout,2,1150.0,2.0,63.0
625,BTM Layout,6,3300.0,6.0,165.0
626,BTM Layout,3,1450.0,2.0,81.0
627,BTM Layout,3,1776.0,2.0,75.0
628,BTM Layout,3,1458.0,3.0,79.0
629,BTM Layout,2,935.0,2.0,51.5
630,BTM Layout,2,1020.0,2.0,46.5
631,BTM Layout,3,1600.0,3.0,112.0
632,BTM Layout,3,1300.0,2.0,75.0
633,BTM Layout,3,1540.0,2.0,78.0
634,BTM Layout,1,450.0,1.0,20.0
635,BTM Layout,2,1196.0,2.0,56.81
636,BTM Layout,3,1470.0,2.0,99.0
639,Babusapalaya,3,1611.0,2.0,66.0
641,Babusapalaya,3,1675.0,3.0,75.0
642,Babusapalaya,2,1141.0,2.0,46.0
643,Babusapalaya,2,1500.0,2.0,57.0
645,Babusapalaya,2,1050.0,2.0,45.0
646,Babusapalaya,2,1141.0,2.0,45.9
648,Babusapalaya,3,1230.0,3.0,53.0
649,Babusapalaya,2,1105.0,2.0,40.0
650,Babusapalaya,3,1410.0,2.0,65.0
651,Babusapalaya,2,1450.0,2.0,55.99
652,Babusapalaya,2,1100.0,2.0,38.0
654,Babusapalaya,2,1061.0,2.0,33.84
655,Babusapalaya,2,1061.0,2.0,38.95
656,Babusapalaya,2,1061.0,2.0,34.0
657,Babusapalaya,2,1245.0,2.0,58.0
658,Badavala Nagar,3,1494.0,2.0,94.55
659,Badavala Nagar,2,1274.0,2.0,81.0
660,Badavala Nagar,3,1842.0,3.0,115.0
661,Badavala Nagar,3,1494.0,2.0,94.55
662,Badavala Nagar,2,1274.0,2.0,81.0
663,Badavala Nagar,3,1494.0,2.0,94.55
664,Badavala Nagar,3,1842.0,3.0,115.0
665,Badavala Nagar,3,1842.0,3.0,115.0
666,Badavala Nagar,3,1842.0,3.0,115.0
667,Balagere,2,1210.0,2.0,80.9
668,Balagere,2,1210.0,2.0,72.0
669,Balagere,2,1205.0,2.0,78.5
670,Balagere,1,790.5,1.0,41.9
673,Balagere,2,1020.07,2.0,68.38
674,Balagere,2,1205.47,2.0,81.0
675,Balagere,2,1007.0,2.0,65.0
677,Balagere,2,1210.0,2.0,74.0
678,Balagere,2,1210.0,2.0,83.0
679,Balagere,1,675.0,1.0,45.0
680,Balagere,1,656.0,1.0,43.0
682,Balagere,2,1012.0,2.0,64.0
683,Balagere,2,1007.0,2.0,62.0
684,Balagere,2,1007.0,2.0,67.0
685,Balagere,2,1007.0,2.0,66.0
688,Balagere,1,645.0,1.0,34.18
691,Balagere,1,790.5,1.0,42.295
692,Balagere,2,1012.0,2.0,65.0
693,Balagere,1,656.0,1.0,38.77
694,Balagere,1,645.0,1.0,39.0
695,Balagere,1,645.0,1.0,41.0
696,Balagere,2,1210.0,2.0,82.0
697,Balagere,1,656.0,1.0,34.77
698,Balagere,2,1205.0,2.0,73.87
699,Balagere,2,1012.0,2.0,70.0
700,Balagere,2,1007.0,2.0,68.0
702,Balagere,2,1205.0,2.0,79.0
703,Balagere,2,1012.0,2.0,68.0
705,Banashankari,2,1077.0,2.0,37.64
706,Banashankari,3,1470.0,2.0,88.64
707,Banashankari,3,1300.0,2.0,75.0
708,Banashankari,3,1800.0,3.0,115.0
709,Banashankari,2,1125.0,2.0,63.0
711,Banashankari,2,1310.0,2.0,80.0
712,Banashankari,3,2600.0,4.0,135.0
713,Banashankari,3,1900.0,2.0,170.0
714,Banashankari,2,1260.0,2.0,75.0
715,Banashankari,2,1170.0,2.0,46.79
717,Banashankari,3,1350.0,2.0,83.0
719,Banashankari,2,1330.0,2.0,78.0
720,Banashankari,3,1400.0,2.0,78.0
721,Banashankari,3,1700.0,3.0,125.0
722,Banashankari,2,1020.0,2.0,40.79
723,Banashankari,2,1600.0,2.0,63.98
724,Banashankari,2,1041.0,2.0,36.44
725,Banashankari,1,2400.0,1.0,200.0
726,Banashankari,2,1390.0,2.0,86.0
727,Banashankari,2,1460.0,2.0,70.0
728,Banashankari,2,1200.0,2.0,60.0
729,Banashankari,2,1290.0,2.0,80.0
730,Banashankari,3,2582.0,5.0,250.0
731,Banashankari,2,1186.0,2.0,65.0
732,Banashankari,3,1650.0,3.0,101.0
734,Banashankari,2,1181.0,2.0,75.0
735,Banashankari,2,1105.0,2.0,90.0
736,Banashankari,1,720.0,1.0,60.0
737,Banashankari,2,1040.0,2.0,45.0
738,Banashankari,2,1330.0,2.0,77.0
739,Banashankari,2,1200.0,2.0,49.0
740,Banashankari,2,1185.0,2.0,67.0
741,Banashankari,2,1000.0,2.0,50.0
742,Banashankari,3,1650.0,3.0,90.75
743,Banashankari,3,1650.0,3.0,101.0
744,Banashankari,2,1310.0,2.0,80.43
745,Banashankari,2,600.0,1.0,27.0
746,Banashankari,2,1430.0,2.0,87.8
747,Banashankari,2,1020.0,2.0,42.83
749,Banashankari,3,1540.0,3.0,80.0
750,Banashankari,2,1195.0,2.0,35.84
751,Banashankari,3,1683.0,3.0,115.0
752,Banashankari,3,1800.0,3.0,125.0
753,Banashankari,2,1175.0,2.0,41.13
754,Banashankari,3,1750.0,2.0,89.0
755,Banashankari,3,1800.0,3.0,175.0
756,Banashankari,2,1450.0,2.0,50.75
757,Banashankari,3,1770.0,3.0,108.0
758,Banashankari,3,1800.0,3.0,125.0
761,Banashankari,3,1200.0,3.0,74.52
762,Banashankari,2,1100.0,2.0,63.0
763,Banashankari,2,1020.0,2.0,40.79
764,Banashankari,2,1260.0,2.0,75.0
766,Banashankari,3,1426.0,3.0,85.0
767,Banashankari Stage II,2,1700.0,2.0,150.0
768,Banashankari Stage II,4,1200.0,2.0,150.0
769,Banashankari Stage II,3,1500.0,2.0,120.0
770,Banashankari Stage II,5,2400.0,3.0,510.0
771,Banashankari Stage II,3,1240.0,2.0,59.52
772,Banashankari Stage II,2,1250.0,2.0,110.0
773,Banashankari Stage II,3,1260.0,2.0,95.0
774,Banashankari Stage II,3,2400.0,2.0,300.0
775,Banashankari Stage II,2,1400.0,2.0,100.0
776,Banashankari Stage II,5,2800.0,3.0,425.0
777,Banashankari Stage II,3,3000.0,3.0,450.0
778,Banashankari Stage II,3,1200.0,2.0,198.0
779,Banashankari Stage II,2,1245.0,2.0,125.0
780,Banashankari Stage III,3,1305.0,2.0,58.7
781,Banashankari Stage III,2,1145.0,2.0,58.4
782,Banashankari Stage III,3,1650.0,3.0,118.0
783,Banashankari Stage III,4,2400.0,4.0,240.0
784,Banashankari Stage III,3,1350.0,2.0,68.0
786,Banashankari Stage III,3,1305.0,2.0,59.0
787,Banashankari Stage III,3,1305.0,2.0,60.0
788,Banashankari Stage III,2,1200.0,2.0,42.0
789,Banashankari Stage III,3,1305.0,2.0,59.0
790,Banashankari Stage III,3,1480.0,3.0,75.48
791,Banashankari Stage III,3,1305.0,2.0,59.0
792,Banashankari Stage III,2,1304.0,2.0,111.0
793,Banashankari Stage III,6,3000.0,6.0,150.0
794,Banashankari Stage III,2,1085.0,2.0,50.0
795,Banashankari Stage III,3,1500.0,2.0,100.0
796,Banashankari Stage III,4,2100.0,3.0,147.0
797,Banashankari Stage III,3,1420.0,2.0,95.0
798,Banashankari Stage V,3,1300.0,2.0,58.5
799,Banashankari Stage V,3,1305.0,2.0,49.0
800,Banashankari Stage V,2,1035.0,2.0,35.77
801,Banashankari Stage V,3,1355.0,2.0,61.0
802,Banashankari Stage V,3,1510.0,3.0,47.57
803,Banashankari Stage V,3,1650.0,3.0,51.98
804,Banashankari Stage V,3,1630.0,3.0,51.35
805,Banashankari Stage V,3,1510.0,3.0,47.57
806,Banashankari Stage V,3,1315.0,2.0,49.0
807,Banashankari Stage V,3,1540.0,3.0,48.51
808,Banashankari Stage V,2,920.0,2.0,41.5
809,Banashankari Stage VI,2,1177.5,2.0,59.935
810,Banashankari Stage VI,4,4800.0,4.0,190.0
811,Banashankari Stage VI,4,2800.0,4.0,89.0
812,Banashankari Stage VI,4,2200.0,4.0,195.0
813,Banashankari Stage VI,2,1160.0,2.0,59.0
814,Banashankari Stage VI,2,1180.0,2.0,59.47
815,Banashankari Stage VI,3,1423.0,2.0,71.73
816,Banashankari Stage VI,3,1392.0,3.0,69.46
817,Banashankari Stage VI,3,1410.5,2.0,70.385
818,Banashankari Stage VI,4,4800.0,3.0,200.0
819,Banaswadi,2,1184.0,2.0,53.0
820,Banaswadi,2,1145.0,2.0,55.0
821,Banaswadi,2,1250.0,2.0,60.0
822,Banaswadi,2,1365.0,2.0,73.0
823,Banaswadi,5,1903.0,6.0,140.0
824,Banaswadi,2,1222.0,2.0,80.0
825,Banaswadi,2,870.0,2.0,38.0
826,Banaswadi,2,1200.0,2.0,60.0
828,Banaswadi,2,1340.0,2.0,73.0
829,Banaswadi,2,1008.0,2.0,52.0
830,Banaswadi,2,1105.0,2.0,57.0
831,Banjara Layout,2,1200.0,2.0,70.0
832,Banjara Layout,2,1050.0,2.0,64.8
833,Banjara Layout,2,753.0,3.0,59.5
834,Banjara Layout,3,2500.0,4.0,140.0
835,Bannerghatta,4,3012.0,6.0,250.0
836,Bannerghatta,3,1665.0,3.0,110.0
837,Bannerghatta,3,2370.0,4.0,195.0
838,Bannerghatta,2,1100.0,2.0,66.0
839,Bannerghatta,4,2895.5,2.0,246.0
840,Bannerghatta,2,1113.0,2.0,70.0
841,Bannerghatta,2,1200.0,2.0,73.2
842,Bannerghatta,2,1070.0,2.0,87.0
843,Bannerghatta,3,1776.0,3.0,124.0
844,Bannerghatta,3,1776.0,3.0,150.0
845,Bannerghatta Road,1,500.0,1.0,18.5
846,Bannerghatta Road,2,1050.0,2.0,65.0
847,Bannerghatta Road,3,1170.0,2.0,66.0
848,Bannerghatta Road,1,595.0,1.0,33.32
849,Bannerghatta Road,3,1445.0,3.0,95.0
850,Bannerghatta Road,3,1640.0,2.0,120.0
852,Bannerghatta Road,3,1460.0,2.0,90.0
854,Bannerghatta Road,2,1179.0,2.0,66.02
855,Bannerghatta Road,2,1122.5,2.0,58.935
856,Bannerghatta Road,2,793.0,2.0,45.0
858,Bannerghatta Road,2,1400.0,2.0,78.0
860,Bannerghatta Road,2,1215.0,2.0,50.0
861,Bannerghatta Road,3,1654.0,3.0,100.0
862,Bannerghatta Road,2,1181.0,2.0,55.0
864,Bannerghatta Road,2,1200.0,2.0,75.0
866,Bannerghatta Road,1,595.0,1.0,31.83
867,Bannerghatta Road,2,1105.0,2.0,51.0
868,Bannerghatta Road,2,1255.0,2.0,65.26
870,Bannerghatta Road,3,1550.0,3.0,82.0
872,Bannerghatta Road,3,1650.0,3.0,122.0
873,Bannerghatta Road,2,912.0,2.0,55.0
874,Bannerghatta Road,2,1218.0,2.0,73.0
876,Bannerghatta Road,2,1115.0,2.0,65.12
878,Bannerghatta Road,3,1893.0,3.0,100.0
879,Bannerghatta Road,3,1600.0,3.0,95.0
880,Bannerghatta Road,2,1275.0,2.0,65.0
881,Bannerghatta Road,2,892.0,2.0,39.0
883,Bannerghatta Road,2,1260.0,2.0,70.0
885,Bannerghatta Road,2,1157.0,2.0,40.0
886,Bannerghatta Road,2,1150.0,2.0,65.0
888,Bannerghatta Road,2,1100.0,2.0,39.0
890,Bannerghatta Road,3,1725.0,3.0,110.0
891,Bannerghatta Road,6,1850.0,6.0,150.0
893,Bannerghatta Road,2,950.0,2.0,38.0
894,Bannerghatta Road,2,1220.0,2.0,80.0
895,Bannerghatta Road,2,1130.0,2.0,78.0
897,Bannerghatta Road,3,1486.0,3.0,83.22
899,Bannerghatta Road,2,1015.0,2.0,48.0
900,Bannerghatta Road,2,1115.0,2.0,61.0
901,Bannerghatta Road,2,1136.0,2.0,48.0
902,Bannerghatta Road,4,2700.0,4.0,260.0
903,Bannerghatta Road,3,1200.0,2.0,69.0
904,Bannerghatta Road,3,1465.0,2.0,76.0
905,Bannerghatta Road,2,1302.5,2.0,67.73
906,Bannerghatta Road,2,1200.0,2.0,65.0
907,Bannerghatta Road,2,1240.0,2.0,65.0
908,Bannerghatta Road,3,1476.0,3.0,125.0
910,Bannerghatta Road,3,1532.5,3.0,84.29
912,Bannerghatta Road,2,1268.0,2.0,69.0
913,Bannerghatta Road,3,1450.0,2.0,87.0
914,Bannerghatta Road,4,2932.0,5.0,195.0
917,Bannerghatta Road,2,960.0,2.0,58.0
918,Bannerghatta Road,3,1750.0,3.0,130.0
919,Bannerghatta Road,2,1275.0,2.0,73.0
921,Bannerghatta Road,2,1240.0,2.0,71.0
923,Bannerghatta Road,2,1215.0,2.0,68.0
924,Bannerghatta Road,2,1215.0,2.0,68.0
925,Bannerghatta Road,3,1894.0,3.0,115.0
927,Bannerghatta Road,3,1693.0,3.0,89.0
928,Bannerghatta Road,2,1280.0,2.0,60.16
930,Bannerghatta Road,1,630.0,1.0,35.0
931,Bannerghatta Road,2,1215.0,2.0,68.0
932,Bannerghatta Road,3,1365.0,3.0,76.18
933,Bannerghatta Road,2,1115.0,2.0,78.0
934,Bannerghatta Road,3,1532.5,3.0,79.465
936,Bannerghatta Road,3,1655.0,3.0,90.0
937,Bannerghatta Road,2,1247.0,2.0,47.39
938,Bannerghatta Road,2,1237.5,2.0,49.49
939,Bannerghatta Road,3,1650.0,3.0,94.0
940,Bannerghatta Road,2,905.0,2.0,65.0
941,Bannerghatta Road,2,1000.0,2.0,50.0
942,Bannerghatta Road,4,2185.0,3.0,120.0
943,Bannerghatta Road,2,1012.0,2.0,45.0
945,Bannerghatta Road,3,1460.0,2.0,80.0
946,Bannerghatta Road,2,1340.0,2.0,85.0
947,Bannerghatta Road,3,1711.0,3.0,125.0
948,Bannerghatta Road,3,1520.0,2.0,81.0
949,Bannerghatta Road,3,2826.0,3.0,148.0
950,Bannerghatta Road,2,1115.0,2.0,61.0
951,Bannerghatta Road,2,1154.0,2.0,47.0
952,Bannerghatta Road,2,1000.0,2.0,44.5
953,Bannerghatta Road,2,1250.0,2.0,48.0
954,Bannerghatta Road,3,1640.0,3.0,105.0
956,Bannerghatta Road,2,1012.0,2.0,44.0
957,Bannerghatta Road,3,1527.0,3.0,115.0
960,Bannerghatta Road,3,1550.0,3.0,96.0
961,Bannerghatta Road,2,1200.0,2.0,78.0
962,Bannerghatta Road,3,1885.0,3.0,125.0
964,Bannerghatta Road,3,1450.0,2.0,78.0
965,Bannerghatta Road,1,700.0,1.0,31.2
968,Bannerghatta Road,2,905.0,2.0,58.0
970,Bannerghatta Road,3,1920.0,3.0,122.0
971,Bannerghatta Road,4,2400.0,4.0,180.0
973,Bannerghatta Road,2,1270.0,2.0,45.0
974,Bannerghatta Road,3,1520.0,2.0,80.0
975,Bannerghatta Road,3,1270.0,2.0,73.0
976,Bannerghatta Road,3,1846.0,3.0,120.0
978,Bannerghatta Road,2,1122.5,2.0,61.74
979,Bannerghatta Road,3,1655.0,3.0,95.0
980,Bannerghatta Road,2,1206.0,2.0,53.0
981,Bannerghatta Road,2,1150.0,2.0,55.0
982,Bannerghatta Road,2,1215.0,2.0,65.0
983,Bannerghatta Road,3,1510.0,2.0,110.0
984,Bannerghatta Road,2,1022.0,2.0,35.0
985,Bannerghatta Road,2,1246.0,2.0,47.35
986,Bannerghatta Road,3,1470.0,2.0,85.0
987,Bannerghatta Road,2,1160.0,2.0,45.0
988,Bannerghatta Road,2,970.0,2.0,57.0
989,Bannerghatta Road,3,1527.0,3.0,142.0
990,Basapura,2,1100.0,2.0,60.0
991,Basapura,2,1045.0,2.0,42.0
992,Basapura,2,1100.0,2.0,60.0
993,Basapura,2,1301.0,2.0,55.0
994,Basapura,3,1540.0,2.0,70.0
995,Basapura,3,1440.0,3.0,72.0
996,Basapura,3,1294.0,2.0,52.0
997,Basapura,2,1100.0,2.0,60.0
1000,Basavangudi,2,1036.0,2.0,105.0
1001,Basavangudi,4,2600.0,4.0,260.0
1002,Basavangudi,3,1600.0,2.0,160.0
1003,Basavangudi,2,1560.0,2.0,145.0
1005,Basavangudi,3,1800.0,3.0,195.0
1006,Basavangudi,2,1100.0,2.0,93.0
1008,Basavangudi,2,1050.0,2.0,103.0
1011,Basavangudi,2,1180.0,2.0,124.0
1013,Basavangudi,2,1200.0,2.0,120.0
1015,Basavangudi,4,2453.0,3.0,250.0
1016,Basaveshwara Nagar,5,4500.0,5.0,415.0
1017,Basaveshwara Nagar,3,1865.0,3.0,145.0
1018,Basaveshwara Nagar,2,1200.0,2.0,90.0
1019,Basaveshwara Nagar,5,2400.0,4.0,310.0
1020,Basaveshwara Nagar,2,1200.0,2.0,80.0
1021,Basaveshwara Nagar,2,900.0,2.0,60.0
1022,Basaveshwara Nagar,3,1900.0,3.0,150.0
1023,Basaveshwara Nagar,2,1200.0,2.0,85.0
1024,Basaveshwara Nagar,2,1200.0,2.0,70.0
1025,Battarahalli,2,1200.0,2.0,65.0
1026,Battarahalli,3,1779.0,3.0,89.61
1027,Battarahalli,2,1300.0,2.0,50.0
1028,Battarahalli,3,1945.0,3.0,97.42
1029,Battarahalli,3,1777.0,3.0,100.0
1030,Battarahalli,2,1135.0,2.0,43.0
1031,Battarahalli,2,1276.0,2.0,45.0
1032,Battarahalli,3,1880.0,3.0,94.36
1033,Battarahalli,2,1071.0,2.0,62.0
1034,Battarahalli,2,1165.0,2.0,43.0
1035,Battarahalli,2,1636.0,2.0,82.89
1036,Battarahalli,3,1779.0,3.0,90.0
1038,Battarahalli,2,1090.0,2.0,38.37
1039,Battarahalli,3,2082.0,3.0,104.0
1040,Battarahalli,3,2024.0,3.0,103.0
1041,Battarahalli,2,1097.0,2.0,49.0
1043,Begur,3,1419.0,2.0,59.0
1044,Begur,3,1580.0,3.0,75.0
1045,Begur,3,1559.0,3.0,63.0
1046,Begur,3,1445.0,2.0,47.1
1047,Begur,3,1475.0,2.0,74.0
1048,Begur,3,3500.0,4.0,185.0
1049,Begur,2,1100.0,2.0,55.0
1050,Begur,2,1306.0,2.0,65.0
1051,Begur,3,1304.0,3.0,65.0
1052,Begur,3,1411.0,2.0,60.0
1053,Begur,2,815.0,2.0,40.0
1054,Begur,3,1443.0,2.0,70.0
1055,Begur Road,2,1200.0,2.0,44.0
1056,Begur Road,2,1200.0,2.0,46.8
1057,Begur Road,2,1160.0,2.0,44.0
1058,Begur Road,3,1584.0,3.0,65.0
1060,Begur Road,3,1615.0,3.0,59.76
1061,Begur Road,2,1200.0,2.0,43.2
1062,Begur Road,2,1160.0,2.0,44.08
1063,Begur Road,2,1200.0,2.0,45.0
1064,Begur Road,3,1615.0,3.0,60.0
1065,Begur Road,3,1410.0,2.0,53.0
1066,Begur Road,2,1200.0,2.0,37.8
1067,Begur Road,2,1160.0,2.0,40.59
1068,Begur Road,2,1260.0,2.0,46.62
1069,Begur Road,3,1600.0,3.0,58.14
1071,Begur Road,3,1500.0,2.0,70.0
1072,Begur Road,2,1160.0,2.0,42.0
1073,Begur Road,2,1240.0,2.0,39.06
1074,Begur Road,2,1200.0,2.0,45.0
1075,Begur Road,3,1500.0,2.0,55.0
1076,Begur Road,3,1410.0,2.0,52.17
1078,Begur Road,3,1583.0,3.0,74.4
1079,Begur Road,2,1170.0,2.0,46.0
1080,Begur Road,2,1160.0,2.0,42.92
1081,Begur Road,3,1410.0,2.0,52.17
1083,Begur Road,3,1565.0,2.0,59.76
1084,Begur Road,2,1160.0,2.0,42.0
1086,Begur Road,3,1410.0,2.0,53.58
1087,Begur Road,2,1200.0,2.0,45.0
1088,Begur Road,2,1200.0,2.0,42.6
1089,Begur Road,2,1160.0,2.0,42.0
1090,Begur Road,2,1334.0,2.0,42.69
1091,Begur Road,3,1565.0,2.0,57.91
1092,Begur Road,2,1200.0,2.0,45.6
1093,Begur Road,2,1215.0,2.0,43.13
1094,Begur Road,2,1160.0,2.0,36.54
1096,Begur Road,2,1200.0,2.0,44.4
1098,Begur Road,2,1260.0,2.0,39.69
1099,Begur Road,4,2464.5,6.0,118.0
1100,Begur Road,2,1160.0,2.0,44.0
1102,Begur Road,2,952.0,2.0,42.0
1105,Begur Road,2,1200.0,2.0,42.0
1106,Begur Road,2,1240.0,2.0,45.88
1107,Begur Road,3,1200.0,3.0,50.0
1109,Begur Road,2,1200.0,2.0,44.0
1111,Begur Road,2,1100.0,2.0,42.6
1112,Begur Road,3,1565.0,2.0,57.91
1113,Begur Road,2,1200.0,2.0,44.4
1114,Begur Road,2,1160.0,2.0,36.54
1115,Begur Road,2,1215.0,2.0,43.75
1116,Begur Road,2,1200.0,2.0,44.73
1117,Begur Road,2,1160.0,2.0,42.0
1118,Begur Road,3,1410.0,2.0,54.99
1119,Bellandur,3,1767.0,3.0,103.0
1120,Bellandur,2,1205.0,2.0,66.0
1121,Bellandur,2,1250.0,2.0,76.0
1122,Bellandur,2,1000.0,2.0,50.0
1123,Bellandur,2,1281.0,2.0,74.0
1124,Bellandur,2,921.0,2.0,40.0
1126,Bellandur,3,1490.0,2.0,98.0
1128,Bellandur,3,2039.0,3.0,168.0
1129,Bellandur,3,1605.0,3.0,85.0
1130,Bellandur,3,1692.0,3.0,88.0
1131,Bellandur,2,1220.0,2.0,60.0
1132,Bellandur,2,1299.0,2.0,82.0
1133,Bellandur,2,900.0,2.0,56.0
1134,Bellandur,2,1350.0,2.0,79.0
1135,Bellandur,2,1286.0,2.0,57.0
1136,Bellandur,4,3016.0,4.0,230.0
1137,Bellandur,2,1457.0,2.0,85.0
1138,Bellandur,2,1195.0,2.0,51.0
1139,Bellandur,2,1050.0,2.0,72.0
1140,Bellandur,4,3600.0,4.0,260.0
1141,Bellandur,2,1310.0,2.0,72.0
1142,Bellandur,2,924.0,2.0,35.11
1143,Bellandur,3,1785.0,3.0,118.0
1144,Bellandur,2,1051.0,2.0,60.0
1146,Bellandur,2,1060.0,2.0,65.0
1147,Bellandur,2,1100.0,2.0,62.0
1148,Bellandur,2,1550.0,2.0,59.0
1149,Bellandur,2,924.0,2.0,35.11
1151,Bellandur,3,1685.0,3.0,100.0
1152,Bellandur,2,982.0,2.0,55.0
1153,Bellandur,2,981.0,2.0,37.28
1154,Bellandur,2,1205.0,2.0,59.0
1155,Bellandur,2,1063.0,2.0,58.0
1156,Bellandur,2,1201.0,2.0,59.99
1157,Bellandur,2,1325.0,2.0,65.0
1158,Bellandur,2,1281.0,2.0,87.0
1160,Bellandur,2,1200.0,2.0,52.0
1161,Bellandur,3,1785.0,3.0,120.0
1162,Bellandur,2,1088.0,2.0,48.0
1163,Bellandur,2,1310.0,2.0,85.0
1164,Bellandur,2,982.0,2.0,37.28
1165,Bellandur,2,1465.0,3.0,90.0
1166,Bellandur,3,1767.0,3.0,109.0
1167,Bellandur,2,924.0,2.0,35.11
1168,Bellandur,4,3600.0,4.0,245.0
1169,Bellandur,2,1170.0,2.0,46.79
1170,Bellandur,2,1150.0,2.0,69.44
1171,Bellandur,2,1200.0,2.0,45.0
1173,Bellandur,2,1410.0,3.0,92.0
1174,Bellandur,2,950.0,2.0,35.0
1175,Bellandur,2,1015.0,2.0,60.0
1177,Bellandur,3,1685.0,3.0,101.0
1178,Bellandur,3,1735.0,3.0,105.0
1179,Bellandur,3,1685.0,3.0,115.0
1180,Bellandur,3,1846.0,3.0,135.0
1181,Bellandur,2,1049.0,2.0,51.0
1183,Bellandur,2,1211.0,2.0,63.0
1184,Bellandur,3,1717.0,3.0,110.0
1186,Bellandur,2,1185.0,2.0,47.39
1187,Bellandur,2,1200.0,2.0,62.0
1191,Bellandur,2,1251.0,2.0,47.0
1193,Bellandur,2,960.0,2.0,48.0
1194,Bellandur,3,1690.0,2.0,116.0
1195,Bellandur,1,950.0,1.0,40.0
1196,Bellandur,2,850.0,2.0,45.0
1197,Bellandur,2,1454.0,2.0,90.0
1199,Bellandur,2,1195.0,2.0,52.0
1200,Bellandur,3,1435.0,2.0,115.0
1202,Bellandur,2,1260.0,2.0,83.5
1203,Bellandur,3,1535.0,3.0,90.0
1204,Bellandur,2,1047.0,2.0,75.0
1205,Bellandur,2,1096.0,2.0,40.0
1206,Bellandur,2,1262.0,2.0,47.0
1207,Benson Town,3,3200.0,4.0,350.0
1208,Benson Town,4,4460.0,5.0,650.0
1209,Benson Town,3,2850.0,4.0,470.0
1210,Benson Town,2,1300.0,2.0,120.0
1211,Benson Town,2,1567.0,3.0,140.0
1212,Benson Town,4,3633.0,6.0,550.0
1213,Benson Town,2,1688.12,2.0,270.0
1214,Benson Town,3,1805.0,3.0,280.0
1215,Benson Town,2,1688.0,2.0,280.0
1216,Bharathi Nagar,2,1322.0,2.0,68.0
1217,Bharathi Nagar,2,1351.0,2.0,70.0
1218,Bharathi Nagar,2,1384.0,2.0,59.0
1219,Bharathi Nagar,2,1351.0,2.0,74.0
1220,Bharathi Nagar,2,1432.0,2.0,68.0
1222,Bharathi Nagar,2,1349.0,2.0,56.7
1223,Bharathi Nagar,2,1328.0,2.0,69.0
1224,Bharathi Nagar,2,1300.0,2.0,55.86
1225,Bhoganhalli,3,1670.0,3.0,99.0
1228,Bhoganhalli,2,1444.0,2.0,75.97
1229,Bhoganhalli,2,1447.0,2.0,75.97
1230,Bhoganhalli,3,1700.0,3.0,126.0
1231,Bhoganhalli,2,1447.0,2.0,75.97
1236,Bhoganhalli,3,1760.0,3.0,127.0
1238,Bhoganhalli,2,1447.0,2.0,75.97
1239,Bhoganhalli,3,1949.0,3.0,129.0
1240,Bhoganhalli,3,1760.0,3.0,128.0
1241,Bhoganhalli,2,1447.0,2.0,75.97
1242,Bhoganhalli,4,2439.0,4.0,185.0
1246,Bhoganhalli,2,1444.0,2.0,75.97
1247,Bhoganhalli,2,1205.0,2.0,64.47
1248,Bhoganhalli,2,1447.0,2.0,75.97
1249,Bhoganhalli,4,2439.0,5.0,170.0
1251,Bhoganhalli,2,1205.0,2.0,68.32
1252,Bhoganhalli,2,1260.0,2.0,69.9
1253,Bhoganhalli,4,2439.0,4.0,170.0
1254,Bhoganhalli,3,1707.0,3.0,115.0
1256,Bhoganhalli,2,970.0,2.0,52.5
1258,Bhoganhalli,2,1277.0,2.0,79.89
1260,Bhoganhalli,3,1703.0,3.0,120.0
1262,Billekahalli,2,1125.0,2.0,62.0
1264,Billekahalli,2,1090.0,2.0,52.0
1265,Billekahalli,2,1112.0,2.0,62.0
1266,Billekahalli,3,2400.0,3.0,150.0
1267,Billekahalli,3,2968.0,3.0,225.0
1268,Billekahalli,2,950.0,2.0,58.11
1269,Billekahalli,2,1360.0,2.0,110.0
1270,Billekahalli,2,1125.0,2.0,65.0
1271,Billekahalli,2,950.0,2.0,56.0
1273,Billekahalli,3,1805.0,3.0,134.0
1274,Binny Pete,3,1755.0,3.0,122.0
1275,Binny Pete,1,665.0,1.0,50.75
